Site ID,Parent City ID,City Name (English),Name (English),Name (Localized),Description (English),Description (Localized),Address (English),Address (Localized),Status,Type,Latitude,Longitude,Entry Fee 'NULLABLE',Entry Fee Note (English) 'NULLABLE',Entry Fee Note (Localized) 'NULLABLE',Is Free?,Estimated Duration Minutes,Website URL 'NULLABLE',Contact Phone 'NULLABLE',Is Featured?,Is Hidden Gem?,Facilities (comma-separated),By
SITE-038,CITY-009,Suez Canal Cities,Timsah Lake,بحيرة التمساح,"The heart of Ismailia and its most famous natural landmark. This calm lake is surrounded by several private and public beaches where you can enjoy swimming, boat trips, and watching the massive ships transit the Suez Canal. It's the ultimate spot for relaxation and watching the sunset over the water. Tip: For the best experience, visit one of the Malaha area clubs overlooking the lake to enjoy a seafood lunch with a direct view of the transiting ships.",قلب مدينة الإسماعيلية وأشهر معالمها الطبيعية. تحيط بهذه البحيرة الهادئة العديد من الشواطئ والأندية حيث يمكنك الاستمتاع بالسباحة، أو القيام برحلة بحرية بالقارب، ومشاهدة السفن العملاقة وهي تعبر قناة السويس. المكان مثالي للاسترخاء ومشاهدة الغروب فوق صفحة المياه. نصيحة: للحصول على أفضل تجربة، اذهب لأحد الأندية في منطقة الملاحة المطلة على البحيرة لتناول غداء سي فود مع إطلالة مباشرة على السفن العابرة.,Ismailia Governorate,طريق عمارة السياحي (طريق البلاجات)، الإسماعيلية,Active,Beach,30.57620856,32.28603295,,,,TRUE,180,Null,Null,TRUE,FALSE,,Yara
SITE-039,CITY-009,Suez Canal Cities,Al Malaha Gardens,حدائق الملاحة,"Known as the Lung of Ismailia, these vast green spaces extend along the Suez Canal. They are filled with rare trees, colorful flowers, and shaded pathways, making them a favorite for families and joggers. It's a place where the fresh air meets the historical charm of the city. Tip: The gardens are most beautiful in the spring; bring your own snacks and a blanket for a classic picnic under the trees, but remember to keep the place clean as it's a heritage site.",تُعرف برئة الإسماعيلية، وهي مساحات خضراء شاسعة تمتد على طول قناة السويس. تضم الحدائق أشجاراً نادرة وزهوراً ملونة وممرات مشي مظللة، مما يجعلها المكان المفضل للعائلات ومحبي الرياضة. هنا يلتقي الهواء النقي بسحر المدينة التاريخي. نصيحة: الحدائق تكون في أبهى صورها في فصل الربيع؛ يمكنك إحضار وجباتك الخفيفة والاستمتاع بـ بيكنيك كلاسيكي تحت الأشجار، لكن حافظ على نظافة المكان لكونه من المعالم التراثية للمدينة.,"H7QF+6P6, Sayed Mekkawy, Al Temsah, Ismailia 1, Ismailia Governorate 8361012",طريق محمد علي، موازية لترعة الإسماعيلية، الإسماعيلية,Active,Park,30.58817569,32.27429688,Null,,,TRUE,90,Null,Null,FALSE,FALSE,,Yara
SITE-040,CITY-009,Suez Canal Cities,The Strong Hill - Jebel Maryam,التبة القوية - موقع جبل مريم,A historical military site that played a crucial role during the October 1973 war. This high ground offers a panoramic view of the Suez Canal and houses remnants of military fortifications and memorials. It serves as a symbol of bravery and the strategic importance of the region. Tip: Visit during the daytime to clearly see the canal's path and the military artifacts. It’s a great spot for history lovers who want to understand the tactical side of the canal's history.,موقع عسكري تاريخي لعب دوراً محورياً خلال حرب أكتوبر 1973. توفر هذه المنطقة المرتفعة إطلالة بانورامية على قناة السويس، وتضم بقايا تحصينات عسكرية ونصب تذكارية. المكان يرمز للشجاعة والأهمية الاستراتيجية للمنطقة. نصيحة: يفضل زيارة الموقع خلال النهار لرؤية مجرى القناة والقطع العسكرية بوضوح. المكان وجهة رائعة لمحبي التاريخ الراغبين في فهم الجانب التكتيكي لتاريخ القناة.,"Ismailia, Ismailia Governorate 8353663",منطقة جبل مريم، طريق الإسماعيلية السويس الصحراوي، الإسماعيلية,Active,Historical,30.55872172,32.30120163,Null,,,TRUE,90,Null,Null,FALSE,FALSE,,Yara
SITE-041,CITY-009,Suez Canal Cities,Suez National Museum,متحف السويس القومي,"A magnificent museum that overlooks the Suez Canal and tells the history of the city from prehistoric times to the modern era. The museum consists of several halls featuring artifacts related to trade, maritime history, and the famous Greek and Roman eras in the region. Tip: The museum building itself is modern and very well-organized. Make sure to visit the hall dedicated to the Suez Canal history to see rare documents and models of the digging process.",متحف رائع يطل على قناة السويس ويحكي تاريخ المدينة من عصور ما قبل التاريخ حتى العصر الحديث. يتكون المتحف من عدة قاعات تضم قطعاً أثرية تتعلق بالتجارة، التاريخ البحري، والعصور اليونانية والرومانية الشهيرة في المنطقة. نصيحة: مبنى المتحف نفسه حديث ومنظم جداً. احرص على زيارة القاعة المخصصة لتاريخ قناة السويس لرؤية وثائق نادرة ونماذج لعملية الحفر.,"XH48+2Q7, 23-Jul, Suez, Suez Governorate 8144030",طريق بورتوفيق، بجوار حوض الدرس، السويس,Active,Museum,29.95524595,32.56694198,"180,20",,,FALSE,120,https://egymonuments.gov.eg/en/museums/the-national-museum-of-suez,0623196087,FALSE,FALSE,,Yara
SITE-042,CITY-009,Suez Canal Cities,Port Tawfiq,بورت توفيق,"A historical district located at the southern entrance of the Suez Canal. It is famous for its unique colonial-style architecture and the beautiful villas that once housed canal officials. The area has a quiet, nostalgic atmosphere and offers some of the closest views of the ships. Tip: Take a walk in the quiet streets of Port Tawfiq to enjoy the old architectural style. It’s one of the best spots for photography fans who love historical buildings and maritime scenery.",حي تاريخي يقع عند المدخل الجنوبي لقناة السويس. يشتهر بطرازه المعماري الكولونيالي الفريد والفيلات الجميلة التي كانت تسكنها قيادات القناة قديماً. المنطقة تتمتع بأجواء هادئة وتاريخية وتوفر واحدة من أقرب الإطلالات على السفن العابرة. نصيحة: استمتع بالمشي في شوارع بورت توفيق الهادئة لتأمل الطراز المعماري القديم. المكان يعتبر من أفضل النقاط لمحبي التصوير الفوتوغرافي المهتمين بالمباني التاريخية والمناظر البحرية.,"XH3H+F8C Suez, Suez Governorate 8144062",منطقة بورتوفيق، عند المدخل الجنوبي لقناة السويس، السويس,Active,Historical,29.95544489,32.57811729,Null,,,TRUE,90,https://www.suezcanal.gov.eg/Arabic/Shipyards/PTShipyard/Pages/default.aspx,Null,FALSE,FALSE,,Yara
SITE-043,CITY-009,Suez Canal Cities,El Lesan Area,منطقة اللسان - رأس البر,"A unique geographical point where the Nile River meets the Mediterranean Sea. This breathtaking location offers a majestic view of the two waters colliding. The area is beautifully paved with seating areas and a long walkway, making it the most famous landmark in Damietta. Tip: Visit at sunset to see the sun dipping into the meeting point of the river and the sea. It’s a magical moment and the best spot in the city for panoramic photography.",نقطة جغرافية فريدة حيث يلتقي نهر النيل بالبحر الأبيض المتوسط. يوفر هذا الموقع الخلاب منظراً مهيباً لامتزاج المياه من المصدرين. المنطقة ممهدة بشكل جميل مع أماكن للجلوس وممشى طويل، مما يجعلها أشهر معالم دمياط على الإطلاق. نصيحة: احرص على الزيارة وقت الغروب لمشاهدة الشمس وهي تغطس في نقطة التقاء النهر بالبحر؛ فهي لحظة ساحرة وأفضل بقعة في المدينة لالتقاط صور بانورامية.,"Al Nile, Ras El-Bar City, Damietta Desert, Damietta Governorate 8072350",نهاية شارع النيل، منطقة التقاء البحر بالنيل، رأس البر,Active,Natural,31.52748445,31.84375691,Null,,,TRUE,180,Null,Null,TRUE,FALSE,,Yara
SITE-044,CITY-009,Suez Canal Cities,Nile Street,شارع النيل - رأس البر,"The vibrant heart of Ras El Bar, this commercial and tourist walkway runs parallel to the Nile. It is filled with shops, local restaurants, and cafes. The street comes alive at night with lights, music, and the famous Damietta sweets shops. Tip: This is the place to buy traditional Damietta souvenirs and try the famous Meshabbek. It’s perfect for an evening walk where you can feel the true spirit and energy of the city.",القلب النابض لمدينة رأس البر، وهو ممشى تجاري وسياحي يمتد موازياً لنهر النيل. الشارع مليء بالمحلات والمطاعم المحلية والمقاهي، ويصبح مفعماً بالحيوية ليلاً مع الأضواء والموسيقى ومحلات الحلويات الدمياطية الشهيرة. نصيحة: هذا هو المكان المناسب لشراء الهدايا التذكارية الدمياطية التقليدية وتجربة المشبك الشهير. المكان مثالي للمشي المسائي حيث يمكنك الشعور بالروح الحقيقية للمدينة.,"Ras El-Bar City, Ras El Bar, Damietta Governorate",الممشى السياحي الموازي لنهر النيل، رأس البر,Active,Walkway,31.51577444,31.83802432,Null,,,TRUE,60,Null,Null,FALSE,FALSE,,Yara
SITE-045,CITY-009,Suez Canal Cities,Palm Beach - Ras El Bar,شاطئ النخيل,"One of the most organized and clean beaches in Ras El Bar, known for its calm waters and family-friendly environment. The beach offers various water sports and has many cafes and services nearby. Tip: The beach is perfect for a morning swim when the water is crystal clear. You can rent a beach umbrella and chairs for a very reasonable price and enjoy a full day of sun and sand.",واحد من أكثر شواطئ رأس البر تنظيماً ونظافة، ويشتهر بمياهه الهادئة وبيئته المناسبة للعائلات. يقدم الشاطئ أنشطة مائية متنوعة وتتوفر بالقرب منه الكثير من الكافيهات والخدمات. نصيحة: الشاطئ مثالي للسباحة الصباحية عندما تكون المياه صافية جداً. يمكنك استئجار شمسية وكراسي بسعر معقول جداً والاستمتاع بيوم كامل من الشمس والرمال.,"Ras El-Bar City, Damietta Desert, Damietta Governorate 8070010",منطقة الشواطئ، امتداد شاطئ رأس البر، رأس البر,Active,Beach,31.49977015,31.80506019,NULL,,,TRUE,180,Null,01098811166,FALSE,FALSE,,Yara
SITE-046,CITY-009,Suez Canal Cities,Al Rahma Mosque,جامع الرحمة - رأس البر,"An architectural icon in Ras El Bar, known for its unique and modern design that stands out in the city's landscape. The mosque is not just a place for prayer but a landmark that visitors often stop to admire and photograph. Tip: The mosque’s architecture is particularly striking during the day due to its white walls and clean lines. It’s located in a central area, making it easy to visit while you are exploring the city.",أيقونة معمارية في رأس البر، يشتهر بتصميمه الفريد والحديث الذي يبرز في أفق المدينة. المسجد ليس مجرد مكان للصلاة بل هو معلم سياحي يتوقف عنده الزوار للتأمل والتقاط الصور. نصيحة: عمارة المسجد ملفتة للنظر بشكل خاص خلال النهار بفضل جدرانه البيضاء وخطوطه الهندسية الواضحة. يقع في منطقة مركزية مما يسهل زيارته أثناء جولتك في المدينة.," Ras El Bar, Damietta Governorate",شارع النيل، رأس البر,Active,Religious,31.5138945,31.83333904,Null,,,TRUE,45,Null,01018919798,FALSE,FALSE,,Yara
SITE-047,CITY-009,Suez Canal Cities,Al Khalidien Park,حديقة الخالدين,A beautiful public park in Damietta city that features green landscapes and statues of famous figures from the city’s history. It’s a quiet place for families to relax away from the busy streets. Tip: This is a nice spot for a quick break if you are visiting Damietta city center. It’s well-maintained and offers a bit of local history through the statues displayed throughout the park.,حديقة عامة جميلة في مدينة دمياط تتميز بمساحات خضراء وتماثيل لشخصيات شهيرة من تاريخ المدينة. هي مكان هادئ للعائلات للاسترخاء بعيداً عن صخب الشوارع. نصيحة: هذا مكان جيد للحصول على استراحة سريعة إذا كنت تزور وسط مدينة دمياط. الحديقة منظمة وتوفر لمحة عن التاريخ المحلي من خلال التماثيل المعروضة في أرجائها.,"J76M+RPV, Mohammed Sabry Mbdy, El Sheikh Zayed, Ismailia 3, Ismailia Governorate 8365401",ميدان الساعة، وسط مدينة دمياط,Active,Park,30.61232453,32.2843042,Null,,,TRUE,90,Null,Null,FALSE,FALSE,,Yara
SITE-048,CITY-010,North Red Sea,Abu Tig Marina - El Gouna,مارينا الجونة,"One of the most luxurious and beautiful marinas on the Red Sea. It is famous for its unique architecture, world-class yachts, and a vibrant promenade filled with high-end restaurants and boutiques. The atmosphere here feels like a Mediterranean harbor with a modern Egyptian twist. Tip: The marina is the best place for a romantic dinner or a quiet evening walk. Don't miss the sunset views while sitting at one of the seaside cafes; it’s the most upscale experience you can have in the region.",واحدة من أرقى وأجمل المراسي على البحر الأحمر. تشتهر بعمارتها الفريدة واليخوت العالمية، بالإضافة إلى ممشى حيوي مليء بالمطاعم الفاخرة والمحلات الراقية. الأجواء هنا تشبه الموانئ الأوروبية ولكن بلمسة مصرية حديثة. نصيحة: المارينا هي أفضل مكان لتناول عشاء رومانسي أو للمشي الهادئ في المساء. لا تفوت مشاهدة الغروب وأنت جالس في أحد المقاهي المطلة على الماء؛ فهي التجربة الأكثر رقياً التي يمكنك عيشها في المنطقة.,"Unnamed Road,, Hurghada, Red Sea Governorate",منطقة أبو تيج مارينا، شمال الجونة، البحر الأحمر,Active,Marina,27.40691575,33.67392546,Null,,,TRUE,60,https://www.elgouna.com/,065-3580063,FALSE,FALSE,,Yara
SITE-049,CITY-010,North Red Sea,Giftun Island,جزيرة الجفتون,"A paradise for snorkeling and diving lovers, located just a short boat ride from Hurghada. The island is surrounded by crystal-clear turquoise water and vibrant coral reefs filled with colorful fish. It offers several beach clubs where you can relax on white sandy beaches. Tip: Book a full-day boat trip to the island. Make sure to bring your snorkeling gear and plenty of sunscreen. The water is shallow near the shore, making it perfect for families with children to swim safely.",جنة لمحبي الغوص والسنوركلنج، تقع على بعد مسافة قصيرة بالقارب من الغردقة. الجزيرة محاطة بمياه فيروزية صافية وشعاب مرجانية مفعمة بالحياة والأسماك الملونة. تضم الجزيرة عدة نوادٍ شاطئية حيث يمكنك الاسترخاء على الرمال البيضاء الناعمة. نصيحة: احجز رحلة بحرية ليوم كامل للجزيرة، وتأكد من إحضار أدوات السنوركلنج وواقي الشمس. المياه ضحلة بالقرب من الشاطئ، مما يجعلها مثالية وآمنة جداً لسباحة الأطفال.,"Giftun Island, Red Sea Governorate, Egypt (Accessible by boat from Hurghada Marinas).",قبالة ساحل الغردقة (يتم الوصول لها بالقوارب من مراسي السفن),Active,Island,27.24036081,33.91519865,,,,FALSE,240,Null,Null,FALSE,FALSE,,Yara
SITE-050,CITY-010,North Red Sea,Hurghada Museum,متحف الغردقة,"The first archaeological museum in the Red Sea governorate, featuring a unique collection that links different Egyptian eras under the theme of Beauty and Luxury. It displays artifacts from ancient Egyptian, Coptic, and Islamic periods in a very modern and well-lit environment. Tip: The museum is a great escape from the morning heat. It is located near the airport and has a beautiful shopping area. We recommend visiting in the afternoon to enjoy a cultural tour before heading out for dinner.",أول متحف آثار في محافظة البحر الأحمر، ويضم مجموعة فريدة تربط بين العصور المصرية المختلفة تحت شعار الجمال والرفاهية. يعرض مقتنيات من العصر الفرعوني والقبطي والإسلامي في بيئة حديثة وإضاءة رائعة. نصيحة: المتحف مهرب رائع من حرارة الشمس الصباحية، ويقع بالقرب من المطار ويضم منطقة تسوق جميلة. ننصح بزيارته في فترة بعد الظهر للاستمتاع بجولة ثقافية قبل الخروج لتناول العشاء.,"El-Nasr, Hurghada 1, Red Sea Governorate 84511",طريق القرى (الممشى السياحي)، بجوار مطار الغردقة الدولي,Active,Museum,27.16077462,33.82148355,"200,80",,,FALSE,120,https://egymonuments.gov.eg/en/museums/hurghada-museum/,0102-1111624,FALSE,FALSE,,Yara
SITE-051,CITY-010,North Red Sea,El Mina Masjid,مسجد الميناء الكبير,"A stunning architectural landmark located directly on the Hurghada coast. This grand mosque features marble walls, intricate carvings, and two towering minarets that light up beautifully at night. It is considered one of the most peaceful and majestic places in the city. Tip: Even for non-Muslims, the mosque is open for visits outside prayer times. Make sure to dress modestly, and try to visit at night to see the spectacular illumination reflecting on the sea water nearby.",معلم معماري مذهل يقع مباشرة على ساحل الغردقة. يتميز هذا المسجد الضخم بجدرانه الرخامية ونقوشه المعقدة ومآذنه الشاهقة التي تُضاء بشكل جميل ليلاً. يعتبر من أكثر الأماكن هدوءاً وهيبة في المدينة. نصيحة: المسجد مفتوح للزيارة لغير المسلمين أيضاً خارج أوقات الصلاة. احرص على ارتداء ملابس محتشمة، وحاول زيارته ليلاً لمشاهدة الإضاءة الساحرة وهي تنعكس على مياه البحر المجاورة له.," El-Shohada, Hurghada 1, Red Sea Governorate 1966802",شارع الكورنيش، بجوار ميناء الغردقة البحري، منطقة السقالة,Active,Religious,27.23098126,33.84324656,Null,,,TRUE,180,Null,Null,FALSE,TRUE,,Yara
SITE-052,CITY-010,North Red Sea,Hurghada Marina,مارينا الغردقة,"The social heart of Hurghada, this modern marina offers a stylish promenade lined with palm trees and over a hundred dining and shopping options. It is the perfect place to see luxury yachts and enjoy the sea breeze in a clean and organized environment. Tip: The marina is best experienced in the evening when the weather is cool and the lights are sparkling. It’s a great place for foodies, as it hosts some of the best international and local restaurants in the city with a direct view of the water.",القلب الاجتماعي لمدينة الغردقة، توفر هذه المارينا الحديثة ممشى أنيقاً محاطاً بأشجار النخيل وأكثر من مائة خيار من المطاعم والمحلات. هي المكان المثالي لرؤية اليخوت الفاخرة والاستمتاع بنسيم البحر في بيئة نظيفة ومنظمة. نصيحة: أفضل وقت لزيارة المارينا هو في المساء عندما يتحسن الجو وتتلالأ الأضواء. المكان رائع لمحبي الطعام، حيث يضم بعضاً من أفضل المطاعم العالمية والمحلية في المدينة مع إطلالة مباشرة على الماء.,"Saqala Square، Hurghada First, Red Sea Governorate 84511",شارع الميناء، منطقة السقالة، الغردقة,Active,Marina,27.22606997,33.84108782,Null,,,TRUE,120,http://www.hurghada-marina.com/,0653444920,FALSE,FALSE,,Yara
SITE-053,CITY-010,North Red Sea,Sand City Hurghada,متحف الرمال,"A unique open-air museum and the only one of its kind in the Middle East and Africa. It features impressive sand sculptures created by international artists, depicting historical legends and famous movie characters. The detail in the carvings is breathtaking and made entirely from sand and water. Tip: This is a fantastic place for families and kids. Try to visit in the late afternoon to avoid the direct sun, and don't forget your camera; the sculptures are huge and make for very creative and fun photos.",متحف مفتوح فريد من نوعه وهو الوحيد في الشرق الأوسط وأفريقيا. يضم منحوتات رملية مبهرة صنعها فنانون عالميون، وتجسد أساطير تاريخية وشخصيات سينمائية شهيرة. التفاصيل في النحت مذهلة ومصنوعة بالكامل من الرمل والماء فقط. نصيحة: المكان رائع جداً للعائلات والأطفال. حاول الزيارة في وقت متأخر من الظهيرة لتجنب الشمس المباشرة، ولا تنسَ كاميرتك؛ فالمنحوتات ضخمة وتسمح بالتقاط صور إبداعية ومسلية جداً.,"Safaga road, Hurghada 1, Red Sea Governorate 1962001",طريق القرى، بجوار سنترال مكادي وأكوا بارك، الغردقة,Active,Museum,27.09971999,33.82309288,,,,FALSE,180,http://www.sandcityegypt.com/,01090042265,FALSE,FALSE,,Yara
SITE-054,CITY-010,North Red Sea,Hurghada Grand Aquarium,أكواريوم الغردقة - جراند أكواريوم,"Known as the ""Red Sea in Glass,"" this is one of the largest indoor aquatic habitats in the world. It features a massive tunnel where sharks and rays swim over your head, along with a mini-zoo and a fossil museum. It offers a deep dive into the marine life of the Red Sea without getting wet. Tip: Check the feeding times for the sharks and turtles to make your visit more exciting. It’s an educational and fun experience for all ages, especially if you want to see the marine diversity of the region in a comfortable environment.","يُعرف باسم ""البحر الأحمر داخل زجاج""، وهو واحد من أكبر الأحواض المائية المغلقة في العالم. يتميز بنفق ضخم تسبح فيه القروش والأسماك فوق رأسك، بالإضافة إلى غابة صغيرة ومتحف للحفريات. يقدم تجربة غنية لاكتشاف الحياة البحرية في البحر الأحمر دون أن تبتل. نصيحة: تأكد من مواعيد إطعام القروش والسلاحف لتجعل زيارتك أكثر إثارة. هي تجربة تعليمية وممتعة لكل الأعمار، خاصة إذا كنت تريد رؤية التنوع البحري للمنطقة في بيئة مريحة.","Villages Road, Hurghada 1, Red Sea Governorate 84511",طريق القرى، الكيلو 12، منطقة مجاويش، الغردقة,Active,Aquarium,27.13454696,33.82181615,,,,FALSE,120,https://hurghadaaquarium.com/,01116181117,FALSE,FALSE,,Yara
SITE-055,CITY-010,North Red Sea,Orange Bay Island,جزيرة أورانج باي,"One of the most famous and Instagrammable spots in the Red Sea. This wooden island resort features swings in the middle of the turquoise water, bean bags on the sand, and a tropical vibe that makes you feel like you are in the Caribbean. The water is very shallow for hundreds of meters, making it a natural swimming pool. Tip: This is the best place for photography. Wear your best beach outfit and try to arrive early with the first boat to enjoy the swings before it gets crowded. It’s an amazing spot for relaxation and tropical cocktails.",واحدة من أشهر المناطق وأكثرها جذباً للتصوير في البحر الأحمر. يتميز هذا المنتجع الجزيرة بتصميمه الخشبي ووجود أراجيح وسط المياه الفيروزية، وبين باجز على الرمال، وأجواء استوائية تجعلك تشعر وكأنك في الكاريبي. المياه ضحلة جداً لمئات الأمتار، مما يجعلها كحمام سباحة طبيعي. نصيحة: هذا هو أفضل مكان للتصوير؛ ارتدِ ملابس البحر المفضلة لديك وحاول الوصول مبكراً مع أول قارب للاستمتاع بالأراجيح قبل الزحام. المكان رائع للاسترخاء وتناول المشروبات المنعشة.,"Giftun island, Red Sea Governorate",جزيرة الجفتون الكبيرة (الجهة الشرقية)، قبالة سواحل الغردقة,Active,Island,27.20848363,33.92655538,,,,FALSE,120,https://www.orangebayhurghada.com/,01001717737,TRUE,FALSE,,Yara
SITE-056,CITY-010,North Red Sea,Soma Bay - Sandy Beach,خليج سوما - شاطئ رملي,"Known for having some of the most beautiful and widest sandy beaches on the Red Sea. Soma Bay is a peninsula surrounded by water from three sides, offering perfect conditions for windsurfing and kitesurfing due to the consistent breeze. The water is incredibly clear with a vibrant house reef. Tip: Even if you are not a professional surfer, try a beginner's lesson in kitesurfing here. The flat water and steady wind make it one of the best learning spots in the world. Also, the thalasso therapy centers here are world-class if you want a spa day.",يشتهر بامتلاكه لبعض من أجمل وأوسع الشواطئ الرملية على البحر الأحمر. خليج سوما عبارة عن شبه جزيرة محاطة بالمياه من ثلاث جهات، ويوفر ظروفاً مثالية لركوب الأمواج والشراعي بفضل النسيم المستمر. المياه صافية بشكل لا يصدق مع شعاب مرجانية غنية جداً. نصيحة: حتى لو لم تكن محترفاً، جرب درساً للمبتدئين في ركوب الأمواج شراعيًا (Kitesurfing) هنا؛ فالمياه المسطحة والرياح الثابتة تجعل المكان من أفضل بقاع التعلم في العالم. كما أن مراكز العلاج بمياه البحر هنا عالمية إذا كنت ترغب في يوم للاسترخاء.,"VX2Q+VHM, Safaga, Red Sea Governorate",شبه جزيرة سوما باي، طريق سفاجا، البحر الأحمر,Active,Beach,26.85244834,33.98893024,Null,,,TRUE,180,Null,065-3562100,FALSE,FALSE,,Yara
SITE-057,CITY-010,North Red Sea,Panorama Reef - Safaga,بانوراما ريف - سفاجا,"One of the most legendary diving sites in the Red Sea, located off the coast of Safaga. It is a massive coral formation with steep walls dropping into the deep blue. You can see everything here from colorful soft corals to large pelagic fish like barracudas and sometimes even sharks. Tip: This site is more suitable for experienced divers or advanced snorkelers due to the currents. If you are diving, make sure to explore the southern plateau where the marine life is most concentrated. The view of the coral ""walls"" is truly breathtaking.","واحد من أسطوريات مواقع الغوص في البحر الأحمر، ويقع قبالة ساحل سفاجا. هو عبارة عن تكوين مرجاني ضخم بجدران عمودية تسقط في أعماق البحر الأزرق. يمكنك رؤية كل شيء هنا من الشعاب المرجانية الملونة إلى الأسماك الكبيرة مثل الباراكودا وأحياناً القروش. نصيحة: هذا الموقع يناسب الغواصين ذوي الخبرة أو ممارسي السنوركلنج المتقدمين بسبب التيارات. إذا كنت تغوص، احرص على استكشاف الهضبة الجنوبية حيث تتركز الحياة البحرية بشكل أكبر. منظر ""جدران"" المرجان يخطف الأنفاس حقاً.","Q33J+52J, Red Sea Governorate",في عمق البحر الأحمر، قبالة ساحل مدينة سفاجا,Active,Natural,26.75321265,34.08001631,Null,,,FALSE,120,Null,Null,FALSE,FALSE,,Yara
SITE-058,CITY-010,North Red Sea,Paradise Island,جزيرة بارادايس,"A premium part of the Giftun Island, known for its wooden walkways, white sandy beaches, and luxury seating areas. It offers a more exclusive and quiet experience compared to other islands. Tip: This is the best spot for those looking for a ""VIP"" beach day. The restaurant on the island serves great seafood, and the water is so clear that you can see the fish swimming around your feet while you relax.","جزء مميز من جزيرة الجفتون، يشتهر بممراته الخشبية وشواطئه الرملية البيضاء وأماكن الجلوس الفاخرة. يوفر تجربة أكثر خصوصية وهدوءاً مقارنة بالجزر الأخرى. نصيحة: هذا هو المكان الأفضل لمن يبحثون عن يوم شاطئي بنظام الـ ""VIP"". المطعم الموجود على الجزيرة يقدم مأكولات بحرية رائعة، والمياه صافية جداً لدرجة أنك تستطيع رؤية الأسماك تسبح حول قدميك وأنت مسترخٍ.","Big Giftun Island, Red Sea Governorate 84517",جزيرة الجفتون (الجهة الشمالية)، الغردقة,Active,Island,27.18775847,33.95400387,"800,500",,,FALSE,120,http://www.paradiseislandhurghada.com/,01070997758,FALSE,FALSE,,Yara
SITE-059,CITY-010,North Red Sea,Sherry Street,شارع شيري,"A famous pedestrian-only street in the heart of Hurghada, lined with local shops, cafes, and international brands. It’s the perfect place to experience the local lifestyle and do some affordable shopping. Tip: Visit at night when the street is fully lit and buzzing with people. It’s a great place to try local street snacks or sit at a traditional cafe to enjoy the city's atmosphere.",شارع شهير للمشاة فقط في قلب الغردقة، تصطف على جانبيه المحلات المحلية والمقاهي والعلامات التجارية العالمية. هو المكان الأمثل لتجربة نمط الحياة المحلي والقيام بتسوق بأسعار معقولة. نصيحة: اذهب في الليل عندما يكون الشارع مضاءً بالكامل ومليئاً بالحركة. هو مكان رائع لتجربة أطعمة الشارع المحلية أو الجلوس على مقهى تقليدي للاستمتاع بأجواء المدينة.,"6RCP+3CR, Sherry.St, Hurghada 1, Red Sea Governorate",متفرع من شارع شيراتون، منطقة السقالة/الدهار، الغردقة,Active,Walkway,27.22037531,33.83598654,Null,,,TRUE,180,Null,Null,FALSE,FALSE,,Yara
SITE-060,CITY-010,North Red Sea,Central Market - Hurghada,سوق الخضار والأسماك المركزي,"The most authentic spot in Hurghada where you can see the daily life of the locals. The market is huge, clean, and well-organized, offering fresh fruits, spices, and the catch of the day from the Red Sea. Tip: This is the best place to buy high-quality Egyptian spices and hibiscus (Karkadeh) to take home. Even if you don't buy anything, the vibrant colors and smells of the market are a great experience for photography.",أكثر مكان أصيل في الغردقة حيث يمكنك رؤية الحياة اليومية للسكان المحليين. السوق ضخم ونظيف ومنظم، ويقدم فواكه طازجة وتوابل وصيد اليوم من البحر الأحمر. نصيحة: هذا أفضل مكان لشراء التوابل المصرية عالية الجودة والكركديه لأخذه معك للبيت. حتى لو لم تشترِ شيئاً، فإن الألوان والروائح الحيوية في السوق تعتبر تجربة رائعة للتصوير.,"6RHR+JVX, Red Sea Governorate 1966801",منطقة الميناء، نهاية شارع الكورنيش، حي الدهار، الغردقة,Active,Walkway,27.22971979,33.8420612,Null,,,TRUE,120,Null,01096900790,FALSE,FALSE,,Yara
SITE-061,CITY-010,North Red Sea,Saint Shenouda Coptic Orthodox Church,كنيسة القديس شنودة,A beautiful modern church located in the Dahar area of Hurghada. It features stunning architecture with intricate icons and colorful stained glass windows that tell religious stories. Tip: The church is open to visitors and offers a peaceful atmosphere. Make sure to look at the ceiling and the icons inside; they are masterpieces of modern Coptic art. It’s a great cultural stop while exploring the old part of the city.,كنيسة حديثة جميلة تقع في منطقة الدهار بالغردقة. تتميز بعمارة رائعة وأيقونات دقيقة ونوافذ زجاجية ملونة تحكي قصصاً دينية. نصيحة: الكنيسة مفتوحة للزوار وتوفر أجواءً هادئة جداً. احرص على تأمل السقف والأيقونات بالداخل؛ فهي تحف فنية من الفن القبطي الحديث. تعتبر محطة ثقافية رائعة أثناء استكشاف الجزء القديم من المدينة.,"7R38+P98, El-Lewaa Salman Mazhar, Hurghada 2, Red Sea Governorate 1972126",شارع الكنيسة، حي الدهار (الغردقة القديمة)، البحر الأحمر,Active,Religious,27.2543509,33.81575359,Null,,,TRUE,120,Null,0653251996,FALSE,TRUE,,Yara
